sim_num,N,model_type,mse,coverage,ci_length,mspe,pred_cov
9,5000,hs_stan,0.0015905688363543583,1,0.20391149034193912,0.7121819078567377,NA
9,5000,lasso_stan,0.004525461680368047,0.8933333333333333,0.3095567738497315,0.7099152612931907,NA
9,5000,ridge_stan,0.005735415588224537,0.84,0.23471253359165667,0.7172734117101522,NA
8,5000,hs_stan,0.0015999533693915155,1,0.2973544267885702,0.7058276563844028,NA
8,5000,lasso_stan,0.006958833185344886,0.9333333333333333,0.44014159421619986,0.7078054678501331,NA
8,5000,ridge_stan,0.011462293832570941,0.8933333333333333,0.33006734467332444,0.7104576760008225,NA
7,5000,hs_stan,0.002182860042312663,1,0.3708404470745961,0.6583541098838347,NA
7,5000,lasso_stan,0.006448835858644203,0.96,0.40290095545412574,0.6546018071576749,NA
7,5000,ridge_stan,0.009271974424624086,0.9066666666666666,0.3017287898800984,0.6543297322914646,NA
6,5000,hs_stan,0.0015336929531517582,1,0.3818923641356938,0.6985621478346162,NA
6,5000,lasso_stan,0.005052320301448057,0.9866666666666667,0.42453546740344594,0.7033361212732596,NA
6,5000,ridge_stan,0.01015405635188095,0.92,0.3120796666890819,0.7131475812244313,NA
5,5000,hs_stan,0.001158735246145707,1,0.16287861476663354,0.7151127870049742,NA
5,5000,lasso_stan,0.0024568885250722703,0.9866666666666667,0.31102688856419286,0.715838824800941,NA
5,5000,ridge_stan,0.005349941163571946,0.88,0.22493215426232263,0.7245683621388299,NA
4,5000,hs_stan,0.0021100286690686194,0.9866666666666667,0.3005154626693996,0.6897944370201433,NA
4,5000,lasso_stan,0.003000341067904357,0.9733333333333334,0.35862017390763423,0.6942126098819248,NA
4,5000,ridge_stan,0.007267393998226197,0.9066666666666666,0.2606197551060653,0.7056809025117209,NA
3,5000,hs_stan,0.0034424725053400092,0.9866666666666667,0.28219820927933764,0.6767631044696839,NA
3,5000,lasso_stan,0.004116764221195934,1,0.459235651091476,0.6759229133185755,NA
3,5000,ridge_stan,0.01378675793548014,0.88,0.33403706552359586,0.6824087990650413,NA
2,5000,hs_stan,0.005272236714350031,0.9866666666666667,0.37231847860541495,0.6993867855314864,NA
2,5000,lasso_stan,0.012345776350625422,0.9866666666666667,0.571616192966823,0.6966429003539183,NA
2,5000,ridge_stan,0.021312968764917523,0.84,0.4350571806950523,0.7055077983231921,NA
15,5000,hs_stan,0.0015118374002305792,1,0.2481310340229983,0.6646213482854187,NA
15,5000,lasso_stan,0.005491129497324639,0.92,0.39168619246648867,0.6648459722373488,NA
15,5000,ridge_stan,0.004808473159520279,0.96,0.29230049184348406,0.6670825654433954,NA
14,5000,hs_stan,0.002119445766551812,0.9866666666666667,0.20716375256771896,0.7107343573519931,NA
14,5000,lasso_stan,0.0059078757017269785,0.9066666666666666,0.34557727614843897,0.7192882183475312,NA
14,5000,ridge_stan,0.011996551679261823,0.72,0.2615841008115023,0.7184747017069458,NA
13,5000,hs_stan,0.0013115590148625692,1,0.3143493851076545,0.6845285843764298,NA
13,5000,lasso_stan,0.003245090340865802,0.9733333333333334,0.33696475699105444,0.6836732907286511,NA
13,5000,ridge_stan,0.0072538719978008474,0.9066666666666666,0.2668344683699097,0.6874052607549462,NA
12,5000,hs_stan,0.00197748741621185,1,0.2821679207542757,0.7279332090255133,NA
12,5000,lasso_stan,0.00396102706085981,0.9466666666666667,0.3211910423556646,0.7254616029998496,NA
12,5000,ridge_stan,0.007310062375062954,0.8666666666666667,0.24231681135552982,0.7283175266514395,NA
11,5000,hs_stan,0.0024165900212357034,1,0.2942383687064938,0.6917157007073906,NA
11,5000,lasso_stan,0.004354487685313606,1,0.5116469170070855,0.6930652571615986,NA
11,5000,ridge_stan,0.013298643052309574,0.88,0.3654341207529668,0.6931241457718051,NA
10,5000,hs_stan,0.003241459526128841,1,0.465733555430672,0.7148515438280892,NA
10,5000,lasso_stan,0.007158347533685764,0.9733333333333334,0.5028191746389611,0.7193780770917667,NA
10,5000,ridge_stan,0.00922161526184633,0.96,0.36473771246833336,0.7192864893527829,NA
1,5000,hs_stan,0.001051557116233388,0.9866666666666667,0.1689224562731582,0.6671773088014349,NA
1,5000,lasso_stan,0.0022874243059914506,0.9733333333333334,0.27455111644080743,0.6671897727555295,NA
1,5000,ridge_stan,0.004348615474391593,0.88,0.2084879303831478,0.6799241137708149,NA
9,1000,hs_stan,0.008258824030549065,0.9466666666666667,0.2241219231976965,0.7668235410129111,NA
9,1000,lasso_stan,0.010215091554807728,0.9733333333333334,0.5901883361026083,0.785074324690942,NA
9,1000,ridge_stan,0.014592438513102645,0.9733333333333334,0.4599666137116988,0.8028132936331076,NA
8,1000,hs_stan,0.007001416215005972,0.9866666666666667,0.33700066042090265,0.7416285843805738,NA
8,1000,lasso_stan,0.010693373737087364,0.9866666666666667,0.6784398143899396,0.7508432134814839,NA
8,1000,ridge_stan,0.021225417077078982,0.96,0.5349535578007814,0.7701846910572419,NA
7,1000,hs_stan,0.0034132054307248224,0.9866666666666667,0.3291296177860999,0.689368314095029,NA
7,1000,lasso_stan,0.006704842415228445,0.9866666666666667,0.54300408408667,0.6926337643285028,NA
7,1000,ridge_stan,0.011045940124448227,0.9733333333333334,0.42898436616981844,0.7060490362970042,NA
6,1000,hs_stan,0.0037317243636932895,0.9866666666666667,0.32695829574534585,0.7157729468138053,NA
6,1000,lasso_stan,0.014704346270511011,1,0.6595955418878962,0.7306472855456297,NA
6,1000,ridge_stan,0.023703149929127094,0.9066666666666666,0.5119801711896566,0.7454648550628036,NA
5,1000,hs_stan,0.02894385977364241,1,0.6305516176463661,0.700678739263952,NA
5,1000,lasso_stan,0.04910166056219995,0.96,1.0456366543804596,0.7062041948576365,NA
5,1000,ridge_stan,0.06951206692875539,0.84,0.8010429044537493,0.7167657274697605,NA
4,1000,hs_stan,0.022216695569910818,0.9733333333333334,0.614463802210886,0.6970539022343997,NA
4,1000,lasso_stan,0.026136534591166365,1,1.140355646291429,0.6974601250476358,NA
4,1000,ridge_stan,0.04659935050446495,0.96,0.901426842607002,0.7159536359799479,NA
3,1000,hs_stan,0.020081071210522747,0.96,0.5577170796795436,0.667463707089069,NA
3,1000,lasso_stan,0.01889099085004841,0.9866666666666667,0.8356768469287184,0.6543892562216509,NA
3,1000,ridge_stan,0.03793308574474876,0.9066666666666666,0.6521164592465587,0.6780023420723323,NA
2,1000,hs_stan,0.002538751518300807,0.9866666666666667,0.29747721348115985,0.6610167429236442,NA
2,1000,lasso_stan,0.008306901578495807,0.9466666666666667,0.5610306287283635,0.6721391523676198,NA
2,1000,ridge_stan,0.015047171887727957,0.92,0.4415813922552287,0.6864124099932681,NA
15,1000,hs_stan,0.008757386794946592,1,0.40260876614161945,0.675404295721619,NA
15,1000,lasso_stan,0.016076589604213872,1,0.7087476008723415,0.6928934706183398,NA
15,1000,ridge_stan,0.02300459662477432,0.9466666666666667,0.5580665000067662,0.698338274289471,NA
14,1000,hs_stan,0.013238799420139492,0.9466666666666667,0.2964892492450382,0.7438158926824701,NA
14,1000,lasso_stan,0.01553596931893803,0.9866666666666667,0.7625056278359684,0.7459653709001028,NA
14,1000,ridge_stan,0.022093691084774013,0.9466666666666667,0.593938265864294,0.7565390168358451,NA
13,1000,hs_stan,0.01454538661763918,0.9733333333333334,0.41899554759117896,0.7453486213393351,NA
13,1000,lasso_stan,0.028835141918317767,1,1.0635179270191557,0.7543361397873422,NA
13,1000,ridge_stan,0.040553810948587926,0.9733333333333334,0.8624840333644368,0.7636291227619386,NA
12,1000,hs_stan,0.018793918477077207,1,0.6406132985636518,0.6916946402925103,NA
12,1000,lasso_stan,0.038831652390830806,0.9866666666666667,1.246743674185887,0.7063277962722123,NA
12,1000,ridge_stan,0.07228727989110183,0.9066666666666666,0.9662642341614233,0.7259886793787927,NA
11,1000,hs_stan,0.012709251902060651,1,0.682788006259659,0.7182839153147264,NA
11,1000,lasso_stan,0.030117986648775148,0.9866666666666667,0.9428667975459991,0.7291706333556363,NA
11,1000,ridge_stan,0.044563051935033446,0.92,0.7572014532659461,0.7477251772254151,NA
10,1000,hs_stan,0.012040614389159866,0.9733333333333334,0.5414557788012231,0.707957032925774,NA
10,1000,lasso_stan,0.021359418567049312,1,0.9915143708550377,0.713525711717445,NA
10,1000,ridge_stan,0.036032435859097905,0.9866666666666667,0.7918585820364361,0.7206846526159764,NA
1,1000,hs_stan,0.005424292308493883,0.9866666666666667,0.31102038797778636,0.6777767370942526,NA
1,1000,lasso_stan,0.009107020847276971,1,0.6664542146504313,0.6832911744522532,NA
1,1000,ridge_stan,0.020310475656112624,0.96,0.5245074478471976,0.6951021384690954,NA
9,100,hs_stan,0.2130848451990494,0.84,0.5634181918572123,0.9428085770076641,NA
9,100,lasso_stan,0.3826389742919221,1,5.749471962578767,0.976116763532942,NA
9,100,ridge_stan,0.6673762941351237,0.9733333333333334,3.8810049046631274,1.1230452558564736,NA
8,100,hs_stan,0.11520984870018477,0.8533333333333334,0.5475312383544503,0.9990245336831075,NA
8,100,lasso_stan,0.2811812098818988,1,6.345583326060044,1.1747133686739746,NA
8,100,ridge_stan,0.5543953773111445,0.9866666666666667,3.2475120329358313,1.4984318770452336,NA
7,100,hs_stan,0.10437400129677367,0.8533333333333334,0.6295593751721497,1.0110793019024948,NA
7,100,lasso_stan,0.5762331081717017,1,6.682181394433942,1.2128480839470897,NA
7,100,ridge_stan,0.9258910156756286,0.9866666666666667,4.196591659696644,1.4138678106764235,NA
6,100,hs_stan,0.21350315748509952,0.84,0.6983598727028812,0.9991765487054782,NA
6,100,lasso_stan,0.28625275025453584,1,6.594351770461447,0.9629312972674798,NA
6,100,ridge_stan,0.5518817980804052,0.9866666666666667,3.6219452954590916,1.1744752094237956,NA
5,100,hs_stan,0.262094334698159,0.8533333333333334,0.8159290937798911,0.9985603317093332,NA
5,100,lasso_stan,0.4100910115415559,1,6.970957984427245,1.1317095029994848,NA
5,100,ridge_stan,0.7550189790376949,0.9866666666666667,3.6900347795323447,1.4201922550468735,NA
4,100,hs_stan,0.19656969333389132,0.8133333333333334,0.6621575434028837,1.0030864553931325,NA
4,100,lasso_stan,0.26166335332529184,1,6.010197608997582,0.9794496588466831,NA
4,100,ridge_stan,0.4216014848570643,0.9866666666666667,4.003139389814232,1.105163355477469,NA
3,100,hs_stan,0.24697545140874402,0.8933333333333333,0.6715728410430581,0.9119458368267844,NA
3,100,lasso_stan,0.2893080663784294,1,5.955936413991627,0.9124872084737403,NA
3,100,ridge_stan,0.517664808739489,1,3.374261559512855,1.0859991123592885,NA
2,100,hs_stan,0.13477457460515035,0.84,0.6798924938665487,0.9877223423872566,NA
2,100,lasso_stan,0.15457935764837488,1,5.97823834931928,0.914599930531442,NA
2,100,ridge_stan,0.32136771987994833,1,3.7061082608304057,1.0916650697413832,NA
15,100,hs_stan,0.20159274308360892,0.8533333333333334,0.5823201028370483,0.99497982652138806,NA
15,100,lasso_stan,0.2658083020179049,1,5.288768029317745,1.0782797297472113,NA
15,100,ridge_stan,0.4802980035342173,0.9866666666666667,3.282821087259153,1.3159986519473486,NA
14,100,hs_stan,0.19806997278109353,0.88,0.8079345510526512,0.9934711557807075,NA
14,100,lasso_stan,0.49595225811478993,1,8.922118726796388,1.1315410177483285,NA
14,100,ridge_stan,0.777356966660566,0.9866666666666667,4.833065905581449,1.197466301253483,NA
13,100,hs_stan,0.19337548702025195,0.84,0.7569213781598992,0.9887654930606002,NA
13,100,lasso_stan,0.3889358962370327,1,8.046429167709833,1.0874337760061992,NA
13,100,ridge_stan,0.6007445133822039,1,5.072074585642334,1.2483877957147531,NA
12,100,hs_stan,0.3523841633278511,0.8266666666666667,0.810884423416735,1.050485529259697,NA
12,100,lasso_stan,0.6208225165684328,1,7.356410380993263,1.2545721525341473,NA
12,100,ridge_stan,0.9702595347773902,1,4.117664767827299,1.4570456369936842,NA
11,100,hs_stan,0.24312523582051498,0.8533333333333334,0.7954330866534789,0.9849530672419895,NA
11,100,lasso_stan,1.0867060479449444,1,7.078389572281358,1.462915019729896,NA
11,100,ridge_stan,1.7233500878622035,0.9333333333333333,4.381386143356234,1.7428774076708617,NA
10,100,hs_stan,0.14438792390258073,0.84,0.558991819812832,0.9885256913561935,NA
10,100,lasso_stan,0.5065840874253619,1,5.856746920847419,1.3208786734779812,NA
10,100,ridge_stan,0.9677272663071903,0.7466666666666667,2.4897650175507198,1.6979364111109592,NA
1,100,hs_stan,0.24263788145920037,0.88,0.6487644905163276,0.9880058942072958,NA
1,100,lasso_stan,0.2770565029396839,1,7.275591766929682,0.8442847225039806,NA
1,100,ridge_stan,0.49985227092049433,1,4.396590536565454,0.9384634963936517,NA
NA,NA,NA,NA,NA,NA,NA,NA
